Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
commons-io,org.apache.commons.io.input,MarkShieldInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.MarkShieldInputStream
commons-io,org.apache.commons.io.input,MemoryMappedFileInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (newStream) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setPath; org.apache.commons.io.input.MemoryMappedFileInputStream.builder
commons-io,org.apache.commons.io.input,MemoryMappedFileInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (newStream) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setPath; org.apache.commons.io.input.MemoryMappedFileInputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.input,MemoryMappedFileInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testSkipToEndOfCurrentBufferBuilder) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setPath; org.apache.commons.io.input.MemoryMappedFileInputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.input,MemoryMappedFileInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testSmallFileBuilder) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.MemoryMappedFileInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setFile
commons-io,org.apache.commons.io.input,MemoryMappedFileInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testSmallPathBuilder) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setPath; org.apache.commons.io.input.MemoryMappedFileInputStream.builder
commons-io,org.apache.commons.io.input,MessageDigestCalculatingInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.MessageDigestCalculatingInputStream
commons-io,org.apache.commons.io.input,MessageDigestCalculatingInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (test) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.MessageDigestCalculatingInputStream.builder
commons-io,org.apache.commons.io.input,MessageDigestCalculatingInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (test) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setByteArray; org.apache.commons.io.input.MessageDigestCalculatingInputStream.builder
commons-io,org.apache.commons.io.input,ObservableInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.ObservableInputStream
commons-io,org.apache.commons.io.input,QueueInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.QueueInputStream
commons-io,org.apache.commons.io.input,RandomAccessFileInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.RandomAccessFileInputStream
commons-io,org.apache.commons.io.input,RandomAccessFileInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testBuilderFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.RandomAccessFileInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setFile
commons-io,org.apache.commons.io.input,RandomAccessFileInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testBuilderPath) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.RandomAccessFileInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setPath
commons-io,org.apache.commons.io.input,RandomAccessFileInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testBuilderPathOpenOptions) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.RandomAccessFileInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setPath
commons-io,org.apache.commons.io.input,ReadAheadInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReadAheadInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.input,ReadAheadInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReadAheadInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.input,ReadAheadInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReadAheadInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.input,ReadAheadInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReadAheadInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.input,ReadAheadInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReadAheadInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.input,ReadAheadInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setPath; org.apache.commons.io.input.ReadAheadInputStream.builder
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.ReaderInputStream
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testBufferSmallest) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testCharsetEncoderFlush) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testCodingError) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testCodingErrorAction) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testConstructNullCharsetNameEncoder) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testIo803SAXException) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testReadEofTwice) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testReadZero) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testResetCharset) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.getCharset; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testResetCharsetEncoder) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testResetCharsetName) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.getCharset; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReaderInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testWithBufferedRead) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReaderInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,ReversedLinesFileReaderTestParamBlockSize,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.ReversedLinesFileReader
commons-io,org.apache.commons.io.input,ReversedLinesFileReaderTestParamBlockSize,Law of Demeter violation,The tool detected the smell in this method (testEmptyFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.ReversedLinesFileReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setFile; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.input,ReversedLinesFileReaderTestParamFile,Law of Demeter violation,The tool detected the smell in this method (testDataIntegrityWithBufferedReader) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractStreamBuilder.setCharset; org.apache.commons.io.input.ReversedLinesFileReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setPath
commons-io,org.apache.commons.io.input,ReversedLinesFileReaderTestSimple,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.ReversedLinesFileReader
commons-io,org.apache.commons.io.input,SequenceReaderTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.SequenceReader
commons-io,org.apache.commons.io.input,SwappedDataInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.SwappedDataInputStream
commons-io,org.apache.commons.io.input,TaggedInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.TaggedInputStream
commons-io,org.apache.commons.io.input,TaggedReaderTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.TaggedReader
commons-io,org.apache.commons.io.input,TailerTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.Tailer
commons-io,org.apache.commons.io.input,TailerTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: temporaryFolder
commons-io,org.apache.commons.io.input,TeeInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.TeeInputStream
commons-io,org.apache.commons.io.input,TeeReaderTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.StringBuilderWriter; org.apache.commons.io.input.TeeReader
commons-io,org.apache.commons.io.input,TimestampedObserverTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.TimestampedObserver
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.UncheckedBufferedReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Law of Demeter violation,The tool detected the smell in this method (beforeEach) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedBufferedReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Law of Demeter violation,The tool detected the smell in this method (beforeEach) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedBufferedReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Law of Demeter violation,The tool detected the smell in this method (testBufferSize) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedBufferedReader.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Law of Demeter violation,The tool detected the smell in this method (testMarkThrows) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedBufferedReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Law of Demeter violation,The tool detected the smell in this method (testRead) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedBufferedReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Law of Demeter violation,The tool detected the smell in this method (testReadCharArray) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedBufferedReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Law of Demeter violation,The tool detected the smell in this method (testReadCharArrayIndexed) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedBufferedReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Law of Demeter violation,The tool detected the smell in this method (testReadCharBuffer) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedBufferedReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Law of Demeter violation,The tool detected the smell in this method (testReadLine) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedBufferedReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedBufferedReaderTest,Law of Demeter violation,The tool detected the smell in this method (testResetThrows) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedBufferedReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedFilterInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.UncheckedFilterInputStream
commons-io,org.apache.commons.io.input,UncheckedFilterInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (beforeEach) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.UncheckedFilterInputStream.builder
commons-io,org.apache.commons.io.input,UncheckedFilterInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (beforeEach) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setCharSequence; org.apache.commons.io.input.CharSequenceInputStream.builder
commons-io,org.apache.commons.io.input,UncheckedFilterInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (beforeEach) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.UncheckedFilterInputStream.builder
commons-io,org.apache.commons.io.input,UncheckedFilterInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testRead) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.UncheckedFilterInputStream.builder
commons-io,org.apache.commons.io.input,UncheckedFilterInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testReadByteArray) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.UncheckedFilterInputStream.builder
commons-io,org.apache.commons.io.input,UncheckedFilterInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testReadByteArrayIndexed) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.UncheckedFilterInputStream.builder
commons-io,org.apache.commons.io.input,UncheckedFilterInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (testResetThrows) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.UncheckedFilterInputStream.builder
commons-io,org.apache.commons.io.input,UncheckedFilterReaderTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.UncheckedFilterReader
commons-io,org.apache.commons.io.input,UncheckedFilterReaderTest,Law of Demeter violation,The tool detected the smell in this method (beforeEach) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedFilterReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedFilterReaderTest,Law of Demeter violation,The tool detected the smell in this method (beforeEach) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedFilterReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedFilterReaderTest,Law of Demeter violation,The tool detected the smell in this method (testMarkThrows) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedFilterReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedFilterReaderTest,Law of Demeter violation,The tool detected the smell in this method (testRead) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedFilterReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedFilterReaderTest,Law of Demeter violation,The tool detected the smell in this method (testReadCharArray) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedFilterReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedFilterReaderTest,Law of Demeter violation,The tool detected the smell in this method (testReadCharArrayIndexed) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedFilterReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedFilterReaderTest,Law of Demeter violation,The tool detected the smell in this method (testReadCharBuffer) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedFilterReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UncheckedFilterReaderTest,Law of Demeter violation,The tool detected the smell in this method (testResetThrows) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UncheckedFilterReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setReader
commons-io,org.apache.commons.io.input,UnsynchronizedBufferedInputStreamTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DATA
commons-io,org.apache.commons.io.input,UnsynchronizedFilterInputStreamTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DATA
commons-io,org.apache.commons.io.input,UnsynchronizedFilterInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (setUp) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.UnsynchronizedFilterInputStream.builder; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream
commons-io,org.apache.commons.io.input,WindowsLineEndingInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (roundtrip) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setCharSequence; org.apache.commons.io.input.CharSequenceInputStream.builder
commons-io,org.apache.commons.io.input,XmlStreamReaderTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.XmlStreamReader
commons-io,org.apache.commons.io.input,XmlStreamReaderTest,Law of Demeter violation,The tool detected the smell in this method (testAlternateDefaultEncoding) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.XmlStreamReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream
commons-io,org.apache.commons.io.input,XmlStreamReaderTest,Law of Demeter violation,The tool detected the smell in this method (testConstructorInputStreamInput) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.XmlStreamReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream
commons-io,org.apache.commons.io.input,XmlStreamReaderTest,Law of Demeter violation,The tool detected the smell in this method (testEncodingAttributeXML) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.XmlStreamReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream
commons-io,org.apache.commons.io.input,XmlStreamReaderTest,Law of Demeter violation,The tool detected the smell in this method (testHttpContent) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setCharSequence; org.apache.commons.io.input.CharSequenceInputStream.builder
commons-io,org.apache.commons.io.input,XmlStreamReaderTest,Law of Demeter violation,The tool detected the smell in this method (testRawBomInvalid) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.input.XmlStreamReader.builder; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream
commons-io,org.apache.commons.io.input,XmlStreamReaderTest,Law of Demeter violation,The tool detected the smell in this method (testRawContent) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setCharSequence; org.apache.commons.io.input.CharSequenceInputStream.builder
commons-io,org.apache.commons.io.input.buffer,CircularBufferInputStream,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.buffer.CircularByteBuffer
commons-io,org.apache.commons.io.input.buffer,CircularBufferInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.buffer.CircularBufferInputStream
commons-io,org.apache.commons.io.monitor,AbstractMonitorTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.monitor.FileAlterationObserver
commons-io,org.apache.commons.io.monitor,FileAlterationMonitorTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.monitor.FileAlterationMonitor
commons-io,org.apache.commons.io.monitor,FileAlterationObserverTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.monitor.FileAlterationObserver
commons-io,org.apache.commons.io.monitor,FileEntryTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.monitor.FileEntry
commons-io,org.apache.commons.io.monitor,SerializableFileTimeTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.monitor.SerializableFileTime
commons-io,org.apache.commons.io.output,BrokenOutputStream,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE
commons-io,org.apache.commons.io.output,BrokenWriter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE
commons-io,org.apache.commons.io.output,ChunkedOutputStream.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.output,ClosedOutputStream,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE; CLOSED_OUTPUT_STREAM
commons-io,org.apache.commons.io.output,ClosedWriter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE; CLOSED_WRITER
commons-io,org.apache.commons.io.output,DeferredFileOutputStream,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ByteArrayOutputStream
commons-io,org.apache.commons.io.output,DeferredFileOutputStream.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.output,FileWriterWithEncoding.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.output,LockableFileWriter.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.output,NullAppendable,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE
commons-io,org.apache.commons.io.output,NullOutputStream,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE; NULL_OUTPUT_STREAM
commons-io,org.apache.commons.io.output,NullPrintStream,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE; NULL_PRINT_STREAM
commons-io,org.apache.commons.io.output,NullWriter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE; NULL_WRITER
commons-io,org.apache.commons.io.output,UncheckedFilterOutputStream.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.output,UncheckedFilterWriter.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.output,UnsynchronizedByteArrayOutputStream,Law of Demeter violation,The tool detected the smell in this method (toBufferedInputStream) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.output.UnsynchronizedByteArrayOutputStream.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.output,UnsynchronizedByteArrayOutputStream.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.output,WriterOutputStream.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.output,XmlStreamWriter.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
